# tau [ps];  C6H11N2 [ps*S/m];  C6H11N2-var [ps^2*S^2/m^2];  C2N3 [ps*S/m];  C2N3-var [ps^2*S^2/m^2];  C6H11N2/C6H11N2 [ps*S/m];  C6H11N2/C6H11N2-var [ps^2*S^2/m^2];  C2N3/C2N3 [ps*S/m];  C2N3/C2N3-var [ps^2*S^2/m^2];  C6H11N2/C2N3 [ps*S/m];  C6H11N2/C2N3-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
535.200000;  1895.098593;  0.415026;  2218.502161;  0.652757;  -1494.694774;  7.379302;  -1084.022685;  53.498634;  1347.961298;  72.236146;  2882.844593;  330.401631
535.800000;  1897.098725;  0.415547;  2220.878373;  0.653497;  -1496.290114;  7.398451;  -1085.251984;  53.637837;  1349.324031;  72.428868;  2885.759029;  331.283124
536.400000;  1899.099590;  0.416109;  2223.262348;  0.654376;  -1497.859119;  7.414931;  -1086.412355;  53.758624;  1350.777889;  72.598841;  2888.868352;  332.060566
537.000000;  1901.102618;  0.416758;  2225.636162;  0.655342;  -1499.481495;  7.431711;  -1087.707651;  53.883433;  1352.059358;  72.772350;  2891.608992;  332.854181
537.600000;  1903.102549;  0.417367;  2228.019714;  0.656219;  -1501.083536;  7.447365;  -1088.963847;  53.994640;  1353.398855;  72.930198;  2894.473734;  333.576163
538.200000;  1905.102335;  0.417920;  2230.397532;  0.657484;  -1502.690368;  7.469469;  -1090.228291;  54.161510;  1354.721739;  73.158294;  2897.302948;  334.619452
538.800000;  1907.095812;  0.418550;  2232.763176;  0.658650;  -1504.289132;  7.485679;  -1091.475580;  54.278165;  1356.050542;  73.318345;  2900.144819;  335.351514
539.400000;  1909.090922;  0.419245;  2235.113339;  0.659901;  -1505.878028;  7.504491;  -1092.674803;  54.415654;  1357.418061;  73.508747;  2903.069490;  336.222392
540.000000;  1911.085750;  0.419888;  2237.467484;  0.661117;  -1507.500802;  7.521397;  -1093.974792;  54.528360;  1358.670584;  73.661153;  2905.748224;  336.919486
540.600000;  1913.076353;  0.420519;  2239.830086;  0.662022;  -1509.033806;  7.540337;  -1095.040862;  54.669390;  1360.211092;  73.856279;  2909.042862;  337.811973
541.200000;  1915.062927;  0.421224;  2242.182182;  0.662818;  -1510.623974;  7.560953;  -1096.269808;  54.821001;  1361.545593;  74.065353;  2911.896920;  338.768258
541.800000;  1917.050454;  0.421774;  2244.544805;  0.663910;  -1512.169695;  7.580173;  -1097.380642;  54.968082;  1363.032938;  74.268009;  2915.077861;  339.695189
542.400000;  1919.044457;  0.422415;  2246.898525;  0.665101;  -1513.776723;  7.595357;  -1098.637930;  55.080280;  1364.335692;  74.424306;  2917.864021;  340.410078
543.000000;  1921.041832;  0.423063;  2249.256892;  0.666474;  -1515.350740;  7.612942;  -1099.796784;  55.211678;  1365.760925;  74.607163;  2920.912124;  341.246450
543.600000;  1923.042153;  0.423810;  2251.611235;  0.667900;  -1516.957848;  7.626810;  -1101.037021;  55.317988;  1367.084679;  74.756191;  2923.743199;  341.928090
544.200000;  1925.027283;  0.424539;  2253.969927;  0.668922;  -1518.541886;  7.646358;  -1102.259283;  55.472005;  1368.434957;  74.972725;  2926.630997;  342.918500
544.800000;  1927.023466;  0.425163;  2256.334978;  0.669865;  -1520.114308;  7.663085;  -1103.423677;  55.593635;  1369.861550;  75.147618;  2929.682008;  343.718444
545.400000;  1929.026026;  0.425764;  2258.704285;  0.670679;  -1521.686230;  7.681974;  -1104.572840;  55.738056;  1371.311295;  75.353946;  2932.782536;  344.662169
546.000000;  1931.027820;  0.426287;  2261.080013;  0.671757;  -1523.258038;  7.700072;  -1105.730272;  55.879617;  1372.758844;  75.554568;  2935.878366;  345.579797
546.600000;  1933.019190;  0.426850;  2263.443084;  0.672421;  -1524.797360;  7.724946;  -1106.812538;  56.067735;  1374.280667;  75.816174;  2939.133043;  346.776356
547.200000;  1935.008221;  0.427530;  2265.810192;  0.673323;  -1526.349530;  7.748393;  -1107.941868;  56.241871;  1375.751365;  76.058632;  2942.278381;  347.885337
547.800000;  1936.996556;  0.428153;  2268.185490;  0.674304;  -1527.962758;  7.767812;  -1109.254362;  56.388206;  1377.014163;  76.264951;  2944.979088;  348.829023
548.400000;  1938.990053;  0.428745;  2270.560712;  0.675217;  -1529.494843;  7.791600;  -1110.322248;  56.569681;  1378.567509;  76.520487;  2948.301183;  349.997821
549.000000;  1940.984552;  0.429357;  2272.923164;  0.676080;  -1531.050806;  7.811128;  -1111.442181;  56.724260;  1380.043839;  76.736956;  2951.458568;  350.987933
549.600000;  1942.990212;  0.429884;  2275.289184;  0.676868;  -1532.628144;  7.832256;  -1112.594620;  56.884879;  1381.485788;  76.965715;  2954.542420;  352.034254
550.200000;  1944.991152;  0.430402;  2277.665339;  0.678061;  -1534.175198;  7.853977;  -1113.684762;  57.052458;  1383.013797;  77.198751;  2957.810328;  353.100142
550.800000;  1947.005146;  0.430935;  2280.054622;  0.678916;  -1535.744797;  7.876927;  -1114.814925;  57.224344;  1384.509854;  77.438990;  2961.009900;  354.198974
551.400000;  1949.013178;  0.431684;  2282.426756;  0.679829;  -1537.311157;  7.899346;  -1115.935652;  57.391869;  1385.996745;  77.673330;  2964.189870;  355.270823
552.000000;  1951.017251;  0.432446;  2284.803444;  0.680863;  -1538.906094;  7.922376;  -1117.153117;  57.567624;  1387.374106;  77.919052;  2967.135589;  356.394733
552.600000;  1953.011265;  0.433100;  2287.177144;  0.681814;  -1540.446582;  7.940744;  -1118.241825;  57.709702;  1388.900904;  78.118163;  2970.400907;  357.305450
553.200000;  1955.004680;  0.433720;  2289.553273;  0.682966;  -1542.013136;  7.962719;  -1119.408513;  57.880757;  1390.337932;  78.359847;  2973.474235;  358.410890
553.800000;  1956.999226;  0.434489;  2291.923909;  0.684085;  -1543.530533;  7.985048;  -1120.427225;  58.045706;  1391.944256;  78.592119;  2976.909632;  359.473279
554.400000;  1958.998386;  0.435193;  2294.292934;  0.685136;  -1545.081696;  8.007508;  -1121.526922;  58.223096;  1393.452441;  78.840226;  2980.135143;  360.608098
555.000000;  1961.001950;  0.435836;  2296.674305;  0.686261;  -1546.659586;  8.027852;  -1122.702217;  58.378414;  1394.885471;  79.063901;  2983.199923;  361.631168
555.600000;  1963.000762;  0.436542;  2299.044651;  0.687274;  -1548.189919;  8.047671;  -1123.745203;  58.530997;  1396.462608;  79.280074;  2986.572898;  362.619925
556.200000;  1965.007652;  0.437096;  2301.418572;  0.688206;  -1549.746733;  8.066985;  -1124.843903;  58.682661;  1397.977795;  79.492387;  2989.813382;  363.591023
556.800000;  1967.019332;  0.437636;  2303.800352;  0.689416;  -1551.323833;  8.091202;  -1125.994372;  58.877475;  1399.440809;  79.765137;  2992.942288;  364.838557
557.400000;  1969.029919;  0.438281;  2306.185973;  0.690565;  -1552.901725;  8.109676;  -1127.154024;  59.028330;  1400.897477;  79.976784;  2996.057619;  365.806615
558.000000;  1971.028462;  0.438943;  2308.548857;  0.691640;  -1554.511806;  8.131070;  -1128.416263;  59.201259;  1402.205237;  80.224690;  2998.854487;  366.940514
558.600000;  1973.019436;  0.439432;  2310.930469;  0.692704;  -1556.060133;  8.153562;  -1129.543705;  59.381945;  1403.695411;  80.485297;  3002.041477;  368.132507
559.200000;  1975.022391;  0.439846;  2313.300686;  0.693889;  -1557.623816;  8.176609;  -1130.669316;  59.572066;  1405.174222;  80.759573;  3005.204167;  369.387021
559.800000;  1977.020750;  0.440238;  2315.667636;  0.694627;  -1559.193223;  8.198241;  -1131.820902;  59.749727;  1406.618289;  81.015809;  3008.292549;  370.559020
560.400000;  1979.022004;  0.440693;  2318.036177;  0.695588;  -1560.782141;  8.217470;  -1133.021154;  59.908840;  1408.006421;  81.243037;  3011.261307;  371.598343
561.000000;  1981.012678;  0.441202;  2320.407704;  0.696535;  -1562.323706;  8.244921;  -1134.120204;  60.132065;  1409.518348;  81.557142;  3014.494820;  373.035028
561.600000;  1983.010062;  0.441857;  2322.765145;  0.697483;  -1563.912943;  8.267491;  -1135.321225;  60.319295;  1410.892379;  81.821551;  3017.433418;  374.244414
562.200000;  1985.002016;  0.442583;  2325.123800;  0.698402;  -1565.467564;  8.290176;  -1136.440768;  60.505487;  1412.364661;  82.083136;  3020.582145;  375.440877
562.800000;  1986.999628;  0.443362;  2327.468718;  0.699392;  -1567.043735;  8.313582;  -1137.591603;  60.682645;  1413.783443;  82.331314;  3023.616451;  376.576021
563.400000;  1988.995292;  0.444081;  2329.832984;  0.700375;  -1568.644423;  8.338848;  -1138.836766;  60.883128;  1415.113133;  82.616242;  3026.460220;  377.879256
564.000000;  1991.001748;  0.444735;  2332.203203;  0.701379;  -1570.229978;  8.362197;  -1140.014430;  61.062618;  1416.530098;  82.871980;  3029.490641;  379.048979
564.600000;  1993.004886;  0.445333;  2334.566941;  0.702366;  -1571.827717;  8.386389;  -1141.229537;  61.248015;  1417.894875;  83.136115;  3032.409448;  380.257108
565.200000;  1995.003477;  0.445974;  2336.929822;  0.703301;  -1573.412583;  8.411076;  -1142.420192;  61.440796;  1419.287685;  83.414009;  3035.388209;  381.528173
565.800000;  1997.005862;  0.446547;  2339.292030;  0.704390;  -1574.968615;  8.436135;  -1143.517734;  61.632610;  1420.790331;  83.687242;  3038.601874;  382.777915
566.400000;  1999.016555;  0.447041;  2341.656015;  0.705422;  -1576.573612;  8.456877;  -1144.732244;  61.786267;  1422.156110;  83.909634;  3041.522824;  383.795116
567.000000;  2001.026632;  0.447669;  2344.035958;  0.706681;  -1578.168187;  8.481889;  -1145.934929;  61.980663;  1423.554900;  84.190557;  3044.514375;  385.080033
567.600000;  2003.030231;  0.448301;  2346.412253;  0.707952;  -1579.764368;  8.502437;  -1147.156872;  62.146987;  1424.926474;  84.425256;  3047.447719;  386.153522
568.200000;  2005.035515;  0.448910;  2348.780721;  0.709494;  -1581.369701;  8.521473;  -1148.392143;  62.299604;  1426.272911;  84.645359;  3050.327303;  387.160255
568.800000;  2007.031530;  0.449686;  2351.138945;  0.711016;  -1582.949293;  8.547097;  -1149.570499;  62.493341;  1427.674802;  84.922647;  3053.325485;  388.428546
569.400000;  2009.023369;  0.450420;  2353.499225;  0.712505;  -1584.522877;  8.572860;  -1150.745719;  62.695333;  1429.082861;  85.209414;  3056.336860;  389.740192
570.000000;  2011.018326;  0.451253;  2355.857110;  0.714114;  -1586.105167;  8.594310;  -1151.934384;  62.860051;  1430.472101;  85.442646;  3059.307985;  390.806973
570.600000;  2013.020689;  0.452063;  2358.212491;  0.715641;  -1587.631787;  8.620392;  -1152.941823;  63.058201;  1432.073693;  85.721898;  3062.733263;  392.084250
571.200000;  2015.020472;  0.452753;  2360.575828;  0.717159;  -1589.197519;  8.648965;  -1154.075346;  63.278028;  1433.534929;  86.034007;  3065.858364;  393.511805
571.800000;  2017.020435;  0.453387;  2362.930291;  0.718775;  -1590.811384;  8.672526;  -1155.335863;  63.457096;  1434.834728;  86.281881;  3068.638207;  394.645559
572.400000;  2019.027885;  0.454074;  2365.284074;  0.720230;  -1592.401656;  8.696673;  -1156.507639;  63.638735;  1436.239161;  86.534789;  3071.641825;  395.802337
573.000000;  2021.035125;  0.454734;  2367.651332;  0.721653;  -1594.028086;  8.720879;  -1157.795934;  63.821781;  1437.521159;  86.792912;  3074.383595;  396.982968
573.600000;  2023.047659;  0.455254;  2370.020217;  0.723182;  -1595.649030;  8.744037;  -1159.055312;  64.001964;  1438.839449;  87.047705;  3077.202984;  398.148368
574.200000;  2025.065224;  0.455757;  2372.403697;  0.724508;  -1597.263120;  8.766328;  -1160.295610;  64.174202;  1440.197750;  87.290808;  3080.107940;  399.260302
574.800000;  2027.098052;  0.456359;  2374.787943;  0.725839;  -1598.929762;  8.789666;  -1161.642326;  64.358297;  1441.430519;  87.556042;  3082.744426;  400.473458
575.400000;  2029.122375;  0.457000;  2377.169242;  0.727347;  -1600.557751;  8.813548;  -1162.900675;  64.541713;  1442.764780;  87.818382;  3085.597972;  401.673376
576.000000;  2031.140185;  0.457640;  2379.543462;  0.728803;  -1602.176738;  8.838086;  -1164.144897;  64.730442;  1444.107418;  88.088606;  3088.469431;  402.909359
576.600000;  2033.150728;  0.458306;  2381.916545;  0.730200;  -1603.765259;  8.860745;  -1165.322250;  64.910732;  1445.528155;  88.344076;  3091.507919;  404.077854
577.200000;  2035.156368;  0.458949;  2384.274461;  0.731576;  -1605.338942;  8.883884;  -1166.456284;  65.087294;  1446.982342;  88.594817;  3094.617945;  405.224719
577.800000;  2037.154423;  0.459748;  2386.630621;  0.733165;  -1606.882486;  8.909082;  -1167.524663;  65.283254;  1448.512453;  88.873250;  3097.890348;  406.498250
578.400000;  2039.145175;  0.460486;  2388.981112;  0.734747;  -1608.437221;  8.932767;  -1168.639768;  65.464989;  1449.980308;  89.127677;  3101.029606;  407.661973
579.000000;  2041.135182;  0.461271;  2391.344312;  0.736133;  -1610.009295;  8.953504;  -1169.818825;  65.627217;  1451.387279;  89.356849;  3104.038652;  408.710187
579.600000;  2043.124625;  0.461960;  2393.701590;  0.737427;  -1611.615770;  8.973189;  -1171.091022;  65.784222;  1452.676546;  89.581462;  3106.795969;  409.737545
580.200000;  2045.126639;  0.462606;  2396.052361;  0.738853;  -1613.182617;  8.996194;  -1172.208818;  65.965285;  1454.141537;  89.837626;  3109.929101;  410.909218
580.800000;  2047.124935;  0.463281;  2398.403766;  0.740208;  -1614.764240;  9.018429;  -1173.379650;  66.139563;  1455.544266;  90.087023;  3112.929077;  412.049935
581.400000;  2049.120538;  0.464010;  2400.758612;  0.741655;  -1616.351428;  9.039634;  -1174.577317;  66.309052;  1456.919199;  90.329937;  3115.869604;  413.161002
582.000000;  2051.114680;  0.464719;  2403.115855;  0.743025;  -1617.942863;  9.061684;  -1175.793557;  66.485039;  1458.274911;  90.581187;  3118.769026;  414.310199
582.600000;  2053.108329;  0.465406;  2405.473737;  0.744392;  -1619.504912;  9.082907;  -1176.928569;  66.651006;  1459.727896;  90.823971;  3121.876480;  415.420672
583.200000;  2055.105435;  0.466099;  2407.831041;  0.745605;  -1621.107836;  9.103491;  -1178.169020;  66.826742;  1461.054914;  91.076079;  3124.714536;  416.573789
583.800000;  2057.101992;  0.466996;  2410.189972;  0.746924;  -1622.693176;  9.121838;  -1179.362836;  66.979146;  1462.439276;  91.294212;  3127.675229;  417.571510
584.400000;  2059.100434;  0.467899;  2412.544457;  0.748477;  -1624.317084;  9.144647;  -1180.656138;  67.161647;  1463.700147;  91.555725;  3130.371816;  418.767648
585.000000;  2061.089555;  0.468592;  2414.903251;  0.749946;  -1625.888350;  9.162752;  -1181.831009;  67.310810;  1465.106856;  91.770071;  3133.380303;  419.748048
585.600000;  2063.076842;  0.469193;  2417.258698;  0.751334;  -1627.430533;  9.187865;  -1182.925324;  67.520746;  1466.605303;  92.070847;  3136.584986;  421.123770
586.200000;  2065.064724;  0.469718;  2419.609752;  0.752739;  -1629.013236;  9.211556;  -1184.128370;  67.712774;  1467.969339;  92.349304;  3139.502209;  422.397406
586.800000;  2067.049158;  0.470226;  2421.967071;  0.754222;  -1630.585854;  9.233837;  -1185.318875;  67.899227;  1469.355719;  92.616398;  3142.467219;  423.619070
587.400000;  2069.037216;  0.470814;  2424.318966;  0.755480;  -1632.155591;  9.255040;  -1186.485524;  68.073802;  1470.764000;  92.870334;  3145.479068;  424.780552
588.000000;  2071.033105;  0.471382;  2426.687953;  0.756751;  -1633.710500;  9.279210;  -1187.605065;  68.269558;  1472.248562;  93.149518;  3148.654056;  426.057512
588.600000;  2073.038464;  0.472108;  2429.056230;  0.758060;  -1635.270738;  9.299693;  -1188.712164;  68.429270;  1473.747063;  93.380416;  3151.858855;  427.113620
589.200000;  2075.057694;  0.472924;  2431.436887;  0.759421;  -1636.821087;  9.318892;  -1189.764324;  68.582551;  1475.325552;  93.595392;  3155.234722;  428.096903
589.800000;  2077.074279;  0.473635;  2433.810072;  0.760801;  -1638.464039;  9.336986;  -1191.078879;  68.728356;  1476.583390;  93.797546;  3157.924823;  429.021535
590.400000;  2079.084872;  0.474319;  2436.184525;  0.762550;  -1640.064417;  9.354344;  -1192.291053;  68.862663;  1477.964382;  93.986946;  3160.878309;  429.887833
591.000000;  2081.091715;  0.474835;  2438.562305;  0.764353;  -1641.687242;  9.376951;  -1193.580782;  69.034244;  1479.257178;  94.230520;  3163.643174;  431.001921
591.600000;  2083.091832;  0.475444;  2440.924170;  0.766180;  -1643.287961;  9.395955;  -1194.811018;  69.183230;  1480.601753;  94.440740;  3166.518776;  431.963447
592.200000;  2085.088235;  0.476224;  2443.289401;  0.767982;  -1644.846511;  9.415448;  -1195.935663;  69.336833;  1482.075787;  94.658941;  3169.671249;  432.961480
592.800000;  2087.091876;  0.477247;  2445.652849;  0.769685;  -1646.433902;  9.434603;  -1197.119732;  69.495905;  1483.477097;  94.888740;  3172.668188;  434.012559
593.400000;  2089.085479;  0.478229;  2448.022706;  0.771352;  -1647.999270;  9.451408;  -1198.276254;  69.627989;  1484.918752;  95.081134;  3175.751413;  434.892553
594.000000;  2091.067788;  0.479255;  2450.375502;  0.772842;  -1649.549544;  9.474375;  -1199.404951;  69.816561;  1486.373197;  95.357162;  3178.861991;  436.155081
594.600000;  2093.060391;  0.480126;  2452.744113;  0.774180;  -1651.100258;  9.497964;  -1200.521538;  70.005941;  1487.860822;  95.631421;  3182.043530;  437.409514
595.200000;  2095.053577;  0.480886;  2455.104770;  0.775405;  -1652.635433;  9.519017;  -1201.584498;  70.183861;  1489.402715;  95.890108;  3185.341131;  438.592725
595.800000;  2097.039991;  0.481682;  2457.460112;  0.776745;  -1654.197857;  9.538506;  -1202.738530;  70.347233;  1490.830082;  96.124415;  3188.393799;  439.664425
596.400000;  2099.026236;  0.482486;  2459.808844;  0.778282;  -1655.749608;  9.559654;  -1203.856195;  70.519169;  1492.292807;  96.369928;  3191.522085;  440.787380
597.000000;  2101.006033;  0.483363;  2462.160582;  0.779832;  -1657.256630;  9.583148;  -1204.868404;  70.704052;  1493.884403;  96.623453;  3194.925983;  441.946982
597.600000;  2102.983203;  0.484073;  2464.520214;  0.781446;  -1658.796185;  9.606755;  -1205.988122;  70.888979;  1495.357639;  96.880187;  3198.076749;  443.121257
598.200000;  2104.972692;  0.484742;  2466.884445;  0.783146;  -1660.331747;  9.629714;  -1207.066224;  71.076252;  1496.885787;  97.144012;  3201.344953;  444.327968
598.800000;  2106.961191;  0.485372;  2469.245161;  0.784862;  -1661.883395;  9.647175;  -1208.189192;  71.221882;  1498.356449;  97.350900;  3204.490215;  445.274257
599.400000;  2108.948297;  0.486038;  2471.606096;  0.786416;  -1663.407853;  9.667975;  -1209.239293;  71.389068;  1499.913951;  97.588142;  3207.821197;  446.359382
600.000000;  2110.933611;  0.486548;  2473.970539;  0.787799;  -1664.940442;  9.689657;  -1210.321012;  71.565399;  1501.438053;  97.838433;  3211.080748;  447.504188
