# tau [ps];  C6H11N2 [ps*S/m];  C6H11N2-var [ps^2*S^2/m^2];  C2N3 [ps*S/m];  C2N3-var [ps^2*S^2/m^2];  C6H11N2/C6H11N2 [ps*S/m];  C6H11N2/C6H11N2-var [ps^2*S^2/m^2];  C2N3/C2N3 [ps*S/m];  C2N3/C2N3-var [ps^2*S^2/m^2];  C6H11N2/C2N3 [ps*S/m];  C6H11N2/C2N3-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
238.800000;  897.552643;  0.109912;  1048.227485;  0.164302;  -716.690079;  1.231529;  -535.782656;  9.164815;  608.874653;  12.456109;  1302.182046;  56.973122
239.400000;  899.577110;  0.110298;  1050.615108;  0.165092;  -718.254817;  1.238047;  -536.867711;  9.214343;  610.422332;  12.522549;  1305.492022;  57.277011
240.000000;  901.596800;  0.110738;  1052.993367;  0.165928;  -719.848190;  1.244427;  -538.038068;  9.264620;  611.857532;  12.589149;  1308.561442;  57.581635
240.600000;  903.625900;  0.111180;  1055.369502;  0.166648;  -721.438054;  1.251531;  -539.169700;  9.318666;  613.336220;  12.661933;  1311.723867;  57.914541
241.200000;  905.650018;  0.111660;  1057.735229;  0.167463;  -723.022842;  1.258001;  -540.290658;  9.368304;  614.815226;  12.727307;  1314.886972;  58.213557
241.800000;  907.672535;  0.112163;  1060.108729;  0.168296;  -724.630170;  1.263501;  -541.487784;  9.409249;  616.212964;  12.781815;  1317.876274;  58.462869
242.400000;  909.698229;  0.112650;  1062.490396;  0.169062;  -726.230136;  1.269417;  -542.663224;  9.453728;  617.646176;  12.841540;  1320.941441;  58.736048
243.000000;  911.739552;  0.113018;  1064.881792;  0.169765;  -727.859548;  1.275939;  -543.887533;  9.502724;  619.032880;  12.907809;  1323.907143;  59.039158
243.600000;  913.769116;  0.113399;  1067.264558;  0.170413;  -729.433874;  1.282162;  -544.980457;  9.551311;  620.565439;  12.972269;  1327.184781;  59.333993
244.200000;  915.796588;  0.113803;  1069.643203;  0.171051;  -731.017590;  1.289373;  -546.101790;  9.606100;  622.059347;  13.046077;  1330.379758;  59.671583
244.800000;  917.822140;  0.114204;  1072.021541;  0.171671;  -732.604243;  1.297435;  -547.236579;  9.668942;  623.536902;  13.132983;  1333.539760;  60.069083
245.400000;  919.845633;  0.114684;  1074.391908;  0.172500;  -734.187273;  1.304267;  -548.358966;  9.723334;  625.019722;  13.207693;  1336.711024;  60.410798
246.000000;  921.867943;  0.115207;  1076.767607;  0.173409;  -735.771587;  1.310502;  -549.493674;  9.772061;  626.494238;  13.275239;  1339.864527;  60.719747
246.600000;  923.885215;  0.115749;  1079.146551;  0.174212;  -737.299784;  1.318511;  -550.486903;  9.833477;  628.140712;  13.360992;  1343.385791;  61.111974
247.200000;  925.905036;  0.116262;  1081.526556;  0.175082;  -738.888189;  1.326564;  -551.644558;  9.898754;  629.593078;  13.452191;  1346.491924;  61.529109
247.800000;  927.922479;  0.116826;  1083.902100;  0.175993;  -740.484089;  1.333936;  -552.825732;  9.955941;  631.012201;  13.532899;  1349.526960;  61.898261
248.400000;  929.938276;  0.117335;  1086.263356;  0.176828;  -742.070028;  1.339807;  -553.969053;  10.000667;  632.459321;  13.594832;  1352.621872;  62.181538
249.000000;  931.948226;  0.117819;  1088.618524;  0.177675;  -743.664004;  1.346144;  -555.145624;  10.050426;  633.859701;  13.660896;  1355.616823;  62.483709
249.600000;  933.953541;  0.118183;  1090.979716;  0.178625;  -745.175184;  1.353403;  -556.106767;  10.103351;  635.523207;  13.729952;  1359.174515;  62.799567
250.200000;  935.966613;  0.118598;  1093.343974;  0.179391;  -746.692288;  1.362538;  -557.065782;  10.173344;  637.192883;  13.823665;  1362.745400;  63.228198
250.800000;  937.975804;  0.119019;  1095.708902;  0.180161;  -748.254095;  1.370459;  -558.163117;  10.231740;  638.699006;  13.898763;  1365.966499;  63.571691
251.400000;  939.992727;  0.119438;  1098.083820;  0.180965;  -749.746135;  1.380094;  -559.050864;  10.302365;  640.466027;  13.993354;  1369.745575;  64.004342
252.000000;  942.013886;  0.119918;  1100.472511;  0.181671;  -751.301241;  1.386932;  -560.119069;  10.350027;  642.034997;  14.056348;  1373.101084;  64.292472
252.600000;  944.042763;  0.120429;  1102.865438;  0.182415;  -752.841659;  1.394580;  -561.128026;  10.407178;  643.679396;  14.134278;  1376.617911;  64.648917
253.200000;  946.064590;  0.120971;  1105.251490;  0.183165;  -754.389405;  1.400358;  -562.170846;  10.451337;  645.275393;  14.194041;  1380.031222;  64.922266
253.800000;  948.086102;  0.121505;  1107.641310;  0.183850;  -755.960510;  1.406433;  -563.284512;  10.498417;  646.791687;  14.258601;  1383.274076;  65.217556
254.400000;  950.111877;  0.122051;  1110.022467;  0.184629;  -757.488479;  1.414843;  -564.255216;  10.563866;  648.467555;  14.348187;  1386.858204;  65.627314
255.000000;  952.132815;  0.122570;  1112.399830;  0.185335;  -759.028883;  1.421973;  -565.271064;  10.619373;  650.085275;  14.423911;  1390.317973;  65.973670
255.600000;  954.153560;  0.123074;  1114.775948;  0.186038;  -760.612126;  1.429857;  -566.407592;  10.681771;  651.558125;  14.509158;  1393.467913;  66.363581
256.200000;  956.168029;  0.123467;  1117.136519;  0.186750;  -762.144859;  1.436781;  -567.403240;  10.736819;  653.179894;  14.582828;  1396.936342;  66.700544
256.800000;  958.185578;  0.123891;  1119.504362;  0.187495;  -763.683340;  1.443928;  -568.413721;  10.791574;  654.792679;  14.656702;  1400.385558;  67.038436
257.400000;  960.204852;  0.124308;  1121.882211;  0.188237;  -765.221537;  1.451895;  -569.428516;  10.852549;  656.412227;  14.741017;  1403.849236;  67.424086
258.000000;  962.226396;  0.124776;  1124.259336;  0.189075;  -766.716268;  1.459660;  -570.313000;  10.912185;  658.185747;  14.822858;  1407.642211;  67.798417
258.600000;  964.255118;  0.125303;  1126.631976;  0.189760;  -768.273093;  1.466875;  -571.348599;  10.967547;  659.774388;  14.898360;  1411.039790;  68.143760
259.200000;  966.284932;  0.125781;  1129.021743;  0.190560;  -769.830415;  1.474729;  -572.399635;  11.029867;  661.365035;  14.985104;  1414.441660;  68.540518
259.800000;  968.322126;  0.126197;  1131.400252;  0.191323;  -771.369631;  1.483866;  -573.367204;  11.101856;  663.041481;  15.083538;  1418.027024;  68.990745
260.400000;  970.355179;  0.126564;  1133.787329;  0.192109;  -772.902058;  1.491581;  -574.335838;  11.162727;  664.726840;  15.168642;  1421.631451;  69.380006
261.000000;  972.379543;  0.126835;  1136.167114;  0.192849;  -774.444882;  1.497321;  -575.351256;  11.210216;  666.347948;  15.234043;  1425.098467;  69.679144
261.600000;  974.403293;  0.127133;  1138.549525;  0.193685;  -775.927839;  1.506180;  -576.201418;  11.278665;  668.168530;  15.328693;  1428.992092;  70.112061
262.200000;  976.430454;  0.127432;  1140.925007;  0.194300;  -777.488956;  1.512826;  -577.256443;  11.328497;  669.737466;  15.394940;  1432.347529;  70.415070
262.800000;  978.448900;  0.127680;  1143.295303;  0.194853;  -779.023420;  1.521485;  -578.255452;  11.390923;  671.366796;  15.477743;  1435.832127;  70.793802
263.400000;  980.474294;  0.128057;  1145.669491;  0.195408;  -780.563687;  1.528864;  -579.255111;  11.446626;  672.999978;  15.551950;  1439.324965;  71.133218
264.000000;  982.508060;  0.128485;  1148.054565;  0.196130;  -782.093574;  1.537627;  -580.212527;  11.510617;  674.696287;  15.636735;  1442.952810;  71.521020
264.600000;  984.531068;  0.129020;  1150.432553;  0.196827;  -783.613588;  1.547381;  -581.165359;  11.584717;  676.389622;  15.736069;  1446.574296;  71.975365
265.200000;  986.551291;  0.129600;  1152.788724;  0.197530;  -785.131518;  1.556241;  -582.098367;  11.652640;  678.080591;  15.826555;  1450.190721;  72.389239
265.800000;  988.572802;  0.130184;  1155.167389;  0.198236;  -786.648015;  1.565406;  -583.046155;  11.722310;  679.780725;  15.921404;  1453.826747;  72.823068
266.400000;  990.592467;  0.130738;  1157.531158;  0.199113;  -788.187780;  1.574597;  -584.050208;  11.793144;  681.396308;  16.017576;  1457.281944;  73.262951
267.000000;  992.606753;  0.131337;  1159.894664;  0.199886;  -789.768567;  1.582532;  -585.185462;  11.849543;  682.855687;  16.095132;  1460.403075;  73.617684
267.600000;  994.611670;  0.131822;  1162.253903;  0.200706;  -791.277896;  1.591591;  -586.140534;  11.917229;  684.524084;  16.188366;  1463.971226;  74.044129
268.200000;  996.616639;  0.132234;  1164.614037;  0.201465;  -792.784840;  1.601981;  -587.089594;  11.995920;  686.200688;  16.297185;  1467.556930;  74.541859
268.800000;  998.626897;  0.132677;  1166.988687;  0.202145;  -794.370411;  1.609309;  -588.260961;  12.052370;  687.630401;  16.374972;  1470.614613;  74.897646
269.400000;  1000.644630;  0.133192;  1169.355568;  0.202907;  -795.909497;  1.618195;  -589.271672;  12.122825;  689.241769;  16.474394;  1474.060798;  75.352394
270.000000;  1002.657564;  0.133713;  1171.720661;  0.203507;  -797.467049;  1.625037;  -590.346516;  12.176068;  690.774812;  16.546030;  1477.339471;  75.680053
270.600000;  1004.665499;  0.134176;  1174.083202;  0.204016;  -799.005491;  1.635258;  -591.378826;  12.254408;  692.355360;  16.653465;  1480.719743;  76.171448
271.200000;  1006.663918;  0.134557;  1176.435085;  0.204537;  -800.531942;  1.645119;  -592.393464;  12.329072;  693.944243;  16.753046;  1484.117839;  76.626926
271.800000;  1008.660698;  0.134948;  1178.786910;  0.205213;  -802.070189;  1.653703;  -593.446109;  12.393532;  695.487898;  16.841509;  1487.419207;  77.031548
272.400000;  1010.662798;  0.135343;  1181.139093;  0.205859;  -803.668292;  1.661909;  -594.653631;  12.456922;  696.847956;  16.924875;  1490.327924;  77.412857
273.000000;  1012.666896;  0.135903;  1183.479451;  0.206583;  -805.197454;  1.670256;  -595.648334;  12.515416;  698.446831;  17.003469;  1493.747390;  77.772336
273.600000;  1014.673260;  0.136435;  1185.822473;  0.207281;  -806.750724;  1.677715;  -596.707587;  12.570866;  699.972175;  17.075127;  1497.009597;  78.100094
274.200000;  1016.677057;  0.136934;  1188.177821;  0.207862;  -808.298674;  1.685500;  -597.771365;  12.627898;  701.506786;  17.152552;  1500.291625;  78.454231
274.800000;  1018.683546;  0.137494;  1190.535250;  0.208574;  -809.836049;  1.693656;  -598.799638;  12.688912;  703.086058;  17.235898;  1503.669166;  78.835445
275.400000;  1020.697111;  0.138100;  1192.893872;  0.209266;  -811.390947;  1.702457;  -599.858700;  12.758114;  704.630164;  17.332675;  1506.971500;  79.278097
276.000000;  1022.704850;  0.138678;  1195.245556;  0.210025;  -812.977283;  1.707894;  -601.016408;  12.797610;  706.048818;  17.385942;  1510.005532;  79.521735
276.600000;  1024.720232;  0.139261;  1197.600171;  0.210743;  -814.580863;  1.715062;  -602.204248;  12.847611;  707.435152;  17.453915;  1512.970444;  79.832638
277.200000;  1026.735613;  0.139826;  1199.960273;  0.211274;  -816.155143;  1.721869;  -603.314560;  12.899839;  708.920122;  17.523158;  1516.146306;  80.149349
277.800000;  1028.749077;  0.140366;  1202.312323;  0.211905;  -817.718657;  1.730191;  -604.391751;  12.964632;  710.434880;  17.610883;  1519.385872;  80.550594
278.400000;  1030.767601;  0.140855;  1204.668854;  0.212558;  -819.313242;  1.735861;  -605.547119;  13.008308;  711.862072;  17.667636;  1522.438166;  80.810175
279.000000;  1032.783409;  0.141258;  1207.019483;  0.213166;  -820.873667;  1.744389;  -606.607494;  13.076444;  713.395121;  17.759746;  1525.716852;  81.231478
279.600000;  1034.804289;  0.141700;  1209.384654;  0.213930;  -822.437986;  1.753833;  -607.679072;  13.147909;  714.932137;  17.854744;  1529.004023;  81.665991
280.200000;  1036.828732;  0.142185;  1211.741965;  0.214776;  -823.988277;  1.763267;  -608.692952;  13.217657;  716.528370;  17.948172;  1532.417838;  82.093322
280.800000;  1038.854809;  0.142756;  1214.118266;  0.215630;  -825.583184;  1.769301;  -609.847603;  13.261421;  717.979905;  18.003150;  1535.522192;  82.344788
281.400000;  1040.878687;  0.143372;  1216.494579;  0.216430;  -827.195407;  1.777693;  -611.057557;  13.321036;  719.365744;  18.080222;  1538.486045;  82.697307
282.000000;  1042.899135;  0.144023;  1218.858685;  0.217237;  -828.762981;  1.786708;  -612.138519;  13.384570;  720.890346;  18.161831;  1541.746666;  83.070579
282.600000;  1044.921111;  0.144726;  1221.225862;  0.218033;  -830.374598;  1.792672;  -613.343009;  13.425958;  722.271822;  18.211919;  1544.701188;  83.299681
283.200000;  1046.939792;  0.145466;  1223.594632;  0.218738;  -831.949972;  1.800133;  -614.455740;  13.479366;  723.764218;  18.281291;  1547.892931;  83.616981
283.800000;  1048.954794;  0.146122;  1225.958642;  0.219500;  -833.515979;  1.809723;  -615.547595;  13.547944;  725.275762;  18.371588;  1551.125625;  84.029989
284.400000;  1050.972420;  0.146715;  1228.318961;  0.220243;  -835.142761;  1.816891;  -616.800522;  13.600618;  726.591539;  18.443796;  1553.939636;  84.360265
285.000000;  1052.982462;  0.147216;  1230.669180;  0.220947;  -836.725191;  1.824663;  -617.939172;  13.659323;  728.031096;  18.520977;  1557.018376;  84.713284
285.600000;  1054.994889;  0.147718;  1233.029235;  0.221660;  -838.316781;  1.832082;  -619.106852;  13.716711;  729.447847;  18.597106;  1560.048338;  85.061490
286.200000;  1056.999702;  0.148193;  1235.381267;  0.222310;  -839.883314;  1.837933;  -620.217090;  13.761924;  730.923318;  18.658756;  1563.203883;  85.343473
286.800000;  1059.003225;  0.148742;  1237.740710;  0.223081;  -841.480490;  1.845375;  -621.425214;  13.820943;  732.291287;  18.738989;  1566.129518;  85.710450
287.400000;  1061.013964;  0.149217;  1240.102468;  0.223771;  -843.068436;  1.853572;  -622.589055;  13.885309;  733.714624;  18.827702;  1569.173565;  86.116213
288.000000;  1063.025092;  0.149637;  1242.460463;  0.224470;  -844.679415;  1.861940;  -623.813293;  13.948329;  735.061726;  18.915755;  1572.054573;  86.518962
288.600000;  1065.041906;  0.150047;  1244.801139;  0.225222;  -846.283138;  1.868492;  -624.983544;  13.998780;  736.452397;  18.982380;  1575.028759;  86.823698
289.200000;  1067.051969;  0.150485;  1247.150955;  0.225850;  -847.914970;  1.875678;  -626.261702;  14.055414;  737.725715;  19.057031;  1577.751967;  87.165144
289.800000;  1069.063190;  0.150844;  1249.501495;  0.226530;  -849.500438;  1.883345;  -627.405937;  14.113217;  739.159017;  19.132971;  1580.817327;  87.512489
290.400000;  1071.077003;  0.151259;  1251.863283;  0.227296;  -851.079167;  1.890537;  -628.534987;  14.169879;  740.623727;  19.207797;  1583.949858;  87.854735
291.000000;  1073.084089;  0.151710;  1254.221952;  0.228112;  -852.633277;  1.899626;  -629.610223;  14.240029;  742.148671;  19.300057;  1587.211211;  88.276724
291.600000;  1075.098305;  0.152173;  1256.589093;  0.228924;  -854.220936;  1.907278;  -630.768785;  14.294258;  743.584676;  19.371084;  1590.282352;  88.601595
292.200000;  1077.106480;  0.152729;  1258.943193;  0.229656;  -855.777612;  1.916729;  -631.843634;  14.361586;  745.104652;  19.459889;  1593.533079;  89.007783
292.800000;  1079.116652;  0.153311;  1261.310679;  0.230437;  -857.307353;  1.925083;  -632.849898;  14.421930;  746.722024;  19.540998;  1596.992104;  89.378768
293.400000;  1081.126023;  0.153926;  1263.678677;  0.231089;  -858.844518;  1.934738;  -633.879978;  14.493666;  748.311706;  19.637054;  1600.391910;  89.818117
294.000000;  1083.132325;  0.154459;  1266.043064;  0.231830;  -860.408962;  1.941817;  -634.992428;  14.544471;  749.799226;  19.704853;  1603.573225;  90.128225
294.600000;  1085.137788;  0.155022;  1268.407996;  0.232467;  -861.976774;  1.948893;  -636.117346;  14.595216;  751.272581;  19.772744;  1606.724244;  90.438753
295.200000;  1087.139804;  0.155633;  1270.760829;  0.233072;  -863.547159;  1.956649;  -637.247226;  14.650496;  752.725665;  19.847508;  1609.831912;  90.780716
295.800000;  1089.133321;  0.156217;  1273.113300;  0.233795;  -865.080721;  1.965781;  -638.296487;  14.717189;  754.274107;  19.934696;  1613.143520;  91.179506
296.400000;  1091.138494;  0.156782;  1275.463016;  0.234461;  -866.575743;  1.975163;  -639.200771;  14.792420;  755.991535;  20.036037;  1616.816532;  91.643031
297.000000;  1093.138048;  0.157337;  1277.822335;  0.235047;  -868.140172;  1.983783;  -640.327235;  14.854900;  757.456384;  20.118759;  1619.949359;  92.021393
297.600000;  1095.152948;  0.157925;  1280.184526;  0.235803;  -869.705743;  1.992678;  -641.416324;  14.921222;  758.969054;  20.205085;  1623.184461;  92.416243
298.200000;  1097.172943;  0.158441;  1282.543377;  0.236429;  -871.257460;  2.001240;  -642.448384;  14.986416;  760.545515;  20.290440;  1626.555992;  92.806648
298.800000;  1099.182655;  0.158930;  1284.908087;  0.237091;  -872.811456;  2.010156;  -643.521900;  15.055318;  762.079682;  20.382937;  1629.837068;  93.229719
299.400000;  1101.187730;  0.159519;  1287.273600;  0.237703;  -874.385183;  2.019064;  -644.665258;  15.120849;  763.531816;  20.470107;  1632.942704;  93.628427
300.000000;  1103.193755;  0.160100;  1289.638375;  0.238409;  -875.942735;  2.025553;  -645.759357;  15.166364;  765.041602;  20.531222;  1636.171639;  93.907960
300.600000;  1105.195091;  0.160634;  1292.001154;  0.239233;  -877.516534;  2.032093;  -646.910780;  15.212714;  766.480907;  20.590816;  1639.249837;  94.180538
301.200000;  1107.200480;  0.161217;  1294.350933;  0.240084;  -879.084978;  2.040076;  -648.022545;  15.268502;  767.951885;  20.664384;  1642.395774;  94.517033
301.800000;  1109.207202;  0.161789;  1296.712735;  0.240864;  -880.642895;  2.048973;  -649.112732;  15.336828;  769.462788;  20.756181;  1645.627098;  94.936905
302.400000;  1111.228415;  0.162359;  1299.085102;  0.241608;  -882.194576;  2.058383;  -650.154754;  15.408905;  771.043471;  20.854515;  1649.007658;  95.386675
303.000000;  1113.252707;  0.162916;  1301.467591;  0.242344;  -883.762703;  2.064853;  -651.244773;  15.453944;  772.579153;  20.913974;  1652.291975;  95.658637
303.600000;  1115.283573;  0.163438;  1303.845942;  0.243060;  -885.324593;  2.072906;  -652.294355;  15.510301;  774.157965;  20.988698;  1655.668534;  96.000416
304.200000;  1117.298514;  0.163871;  1306.224637;  0.243683;  -886.894814;  2.081975;  -653.413009;  15.577104;  775.655115;  21.076561;  1658.870443;  96.402294
304.800000;  1119.315368;  0.164312;  1308.600609;  0.244289;  -888.456332;  2.090505;  -654.498860;  15.639000;  777.188006;  21.156782;  1662.148792;  96.769216
305.400000;  1121.336341;  0.164778;  1310.980347;  0.244888;  -890.035790;  2.098212;  -655.627638;  15.695806;  778.674367;  21.230942;  1665.327627;  97.108419
306.000000;  1123.353918;  0.165321;  1313.356527;  0.245569;  -891.655292;  2.106113;  -656.875935;  15.754843;  780.014491;  21.308080;  1668.193709;  97.461240
306.600000;  1125.374927;  0.165948;  1315.729258;  0.246356;  -893.218445;  2.113792;  -657.951404;  15.812600;  781.555867;  21.385080;  1671.490204;  97.813432
307.200000;  1127.393796;  0.166607;  1318.112464;  0.247142;  -894.782193;  2.122308;  -659.045099;  15.879419;  783.088032;  21.473957;  1674.767000;  98.219945
307.800000;  1129.417463;  0.167160;  1320.509575;  0.247975;  -896.363789;  2.129109;  -660.189674;  15.931731;  784.576265;  21.542499;  1677.949840;  98.533452
308.400000;  1131.437982;  0.167714;  1322.889969;  0.248825;  -897.915293;  2.136008;  -661.241190;  15.982870;  786.155206;  21.609074;  1681.326673;  98.837960
309.000000;  1133.464371;  0.168270;  1325.274183;  0.249579;  -899.505379;  2.143085;  -662.389211;  16.034255;  787.624021;  21.677113;  1684.467984;  99.149165
309.600000;  1135.494547;  0.168700;  1327.650517;  0.250320;  -901.116397;  2.148908;  -663.577929;  16.080244;  789.035118;  21.738848;  1687.485856;  99.431536
310.200000;  1137.509856;  0.169175;  1330.040080;  0.251072;  -902.719481;  2.154849;  -664.799519;  16.127700;  790.422875;  21.801320;  1690.453811;  99.717276
310.800000;  1139.538850;  0.169746;  1332.437859;  0.251799;  -904.305359;  2.161299;  -665.941801;  16.175257;  791.914627;  21.864985;  1693.644175;  100.008472
311.400000;  1141.563336;  0.170299;  1334.830400;  0.252555;  -905.930404;  2.167256;  -667.202589;  16.221694;  793.259349;  21.926035;  1696.520092;  100.287709
312.000000;  1143.592371;  0.170882;  1337.220313;  0.253272;  -907.521941;  2.175032;  -668.352921;  16.278563;  794.732189;  22.002362;  1699.670011;  100.636822
312.600000;  1145.624311;  0.171398;  1339.604272;  0.254075;  -909.109144;  2.184271;  -669.476791;  16.348753;  796.229397;  22.097222;  1702.872045;  101.070706
313.200000;  1147.655224;  0.171965;  1341.989084;  0.254856;  -910.698210;  2.192692;  -670.609702;  16.413421;  797.716875;  22.183712;  1706.053271;  101.466303
313.800000;  1149.674013;  0.172487;  1344.360621;  0.255690;  -912.289980;  2.200445;  -671.771347;  16.471039;  799.154439;  22.261242;  1709.127746;  101.820918
314.400000;  1151.696078;  0.172906;  1346.735439;  0.256531;  -913.865101;  2.207050;  -672.879824;  16.523062;  800.659075;  22.331305;  1712.345666;  102.141380
315.000000;  1153.711295;  0.173337;  1349.111987;  0.257361;  -915.445351;  2.213352;  -674.023960;  16.577310;  802.123398;  22.406914;  1715.477370;  102.487208
315.600000;  1155.720077;  0.173779;  1351.481126;  0.258191;  -917.049111;  2.220221;  -675.245536;  16.630459;  803.486904;  22.480117;  1718.393460;  102.822034
316.200000;  1157.745011;  0.174193;  1353.846807;  0.258818;  -918.653604;  2.226850;  -676.419963;  16.679043;  804.902324;  22.549894;  1721.420575;  103.141187
316.800000;  1159.765929;  0.174646;  1356.213854;  0.259507;  -920.220458;  2.234905;  -677.500493;  16.737728;  806.430932;  22.627232;  1724.689764;  103.494921
317.400000;  1161.796403;  0.175102;  1358.592863;  0.260128;  -921.836116;  2.242072;  -678.704191;  16.786748;  807.827409;  22.694329;  1727.676368;  103.801821
318.000000;  1163.829101;  0.175571;  1360.969276;  0.260879;  -923.472161;  2.250390;  -679.956751;  16.846685;  809.162744;  22.773691;  1730.532208;  104.164812
318.600000;  1165.865215;  0.176065;  1363.352387;  0.261708;  -925.058928;  2.258224;  -681.066710;  16.903160;  810.675473;  22.848520;  1733.767437;  104.507073
319.200000;  1167.911523;  0.176651;  1365.734163;  0.262525;  -926.688265;  2.264079;  -682.267067;  16.942046;  812.079207;  22.894724;  1736.769561;  104.718406
319.800000;  1169.964701;  0.177371;  1368.134677;  0.263369;  -928.334185;  2.271441;  -683.513681;  16.989200;  813.450243;  22.956000;  1739.701755;  104.998679
320.400000;  1172.004484;  0.178081;  1370.529812;  0.264382;  -929.919771;  2.279823;  -684.621923;  17.050652;  814.979299;  23.038027;  1742.971900;  105.373861
321.000000;  1174.046721;  0.178740;  1372.922352;  0.265346;  -931.567697;  2.285705;  -685.897243;  17.090370;  816.306752;  23.092861;  1745.810886;  105.624670
321.600000;  1176.080383;  0.179298;  1375.318240;  0.266291;  -933.147301;  2.295080;  -687.006634;  17.157557;  817.835337;  23.182321;  1749.080025;  106.033851
322.200000;  1178.114697;  0.179878;  1377.707941;  0.267349;  -934.788978;  2.301026;  -688.283861;  17.196520;  819.157152;  23.232850;  1751.906950;  106.264965
322.800000;  1180.142068;  0.180393;  1380.086939;  0.268295;  -936.387840;  2.308511;  -689.448749;  17.246269;  820.599730;  23.296534;  1754.992148;  106.556252
323.400000;  1182.175814;  0.180847;  1382.469310;  0.269179;  -937.983902;  2.316733;  -690.591013;  17.306215;  822.073194;  23.376459;  1758.143404;  106.921822
324.000000;  1184.214314;  0.181293;  1384.847145;  0.269963;  -939.618554;  2.324458;  -691.824611;  17.360473;  823.432750;  23.448714;  1761.051044;  107.252310
324.600000;  1186.252548;  0.181837;  1387.224150;  0.270815;  -941.241632;  2.331815;  -693.025337;  17.410227;  824.830376;  23.513470;  1764.040105;  107.548495
325.200000;  1188.293451;  0.182310;  1389.594954;  0.271480;  -942.848899;  2.339663;  -694.167505;  17.466339;  826.290211;  23.587943;  1767.162211;  107.889127
325.800000;  1190.323319;  0.182682;  1391.967540;  0.272259;  -944.449504;  2.349488;  -695.323843;  17.539911;  827.735328;  23.684608;  1770.252839;  108.331268
326.400000;  1192.345070;  0.183091;  1394.334208;  0.272994;  -946.055487;  2.355892;  -696.512497;  17.584294;  829.135016;  23.742991;  1773.246310;  108.598306
327.000000;  1194.358715;  0.183482;  1396.697500;  0.273743;  -947.657898;  2.363528;  -697.710626;  17.638998;  830.519434;  23.816646;  1776.207124;  108.935195
327.600000;  1196.374488;  0.183842;  1399.068513;  0.274705;  -949.246622;  2.371770;  -698.871664;  17.696361;  831.957097;  23.894253;  1779.281811;  109.290163
328.200000;  1198.396009;  0.184202;  1401.435414;  0.275508;  -950.819315;  2.379312;  -699.966886;  17.750187;  833.468076;  23.967368;  1782.513298;  109.624583
328.800000;  1200.433506;  0.184598;  1403.799438;  0.276302;  -952.451761;  2.386665;  -701.183263;  17.798324;  834.831683;  24.028913;  1785.429602;  109.906085
329.400000;  1202.470340;  0.185079;  1406.166697;  0.277222;  -954.050233;  2.394740;  -702.308494;  17.859774;  836.307431;  24.109442;  1788.585741;  110.274416
330.000000;  1204.498630;  0.185609;  1408.545694;  0.278014;  -955.656466;  2.402194;  -703.491660;  17.910212;  837.728289;  24.174746;  1791.624487;  110.573114
330.600000;  1206.521524;  0.186096;  1410.927173;  0.278888;  -957.267448;  2.409374;  -704.706053;  17.956675;  839.114992;  24.235121;  1794.590187;  110.849261
331.200000;  1208.542369;  0.186669;  1413.298547;  0.279807;  -958.868868;  2.417681;  -705.889054;  18.011487;  840.526989;  24.308616;  1797.609983;  111.185424
331.800000;  1210.567304;  0.187282;  1415.670723;  0.280843;  -960.490613;  2.425692;  -707.118856;  18.065794;  841.884330;  24.381142;  1800.512888;  111.517152
332.400000;  1212.597165;  0.187899;  1418.037213;  0.281902;  -962.059893;  2.433785;  -708.180364;  18.124555;  843.434879;  24.461308;  1803.829000;  111.883824
333.000000;  1214.626085;  0.188608;  1420.402995;  0.282942;  -963.692998;  2.441410;  -709.424666;  18.178215;  844.767394;  24.534197;  1806.678811;  112.217210
333.600000;  1216.666742;  0.189304;  1422.773453;  0.283896;  -965.332442;  2.448135;  -710.658354;  18.227949;  846.118077;  24.600976;  1809.567476;  112.522651
334.200000;  1218.700552;  0.189873;  1425.158473;  0.284758;  -966.928398;  2.455679;  -711.802784;  18.282709;  847.592117;  24.674994;  1812.719961;  112.861201
334.800000;  1220.741802;  0.190450;  1427.541410;  0.285756;  -968.546630;  2.460398;  -712.987171;  18.316422;  849.016205;  24.720022;  1815.765616;  113.067157
335.400000;  1222.786021;  0.191056;  1429.919103;  0.286737;  -970.179446;  2.467692;  -714.199219;  18.371648;  850.401196;  24.792427;  1818.727656;  113.398329
336.000000;  1224.821810;  0.191637;  1432.307793;  0.287621;  -971.800496;  2.473185;  -715.412813;  18.412080;  851.797418;  24.844930;  1821.713712;  113.638473
336.600000;  1226.865173;  0.192193;  1434.698266;  0.288633;  -973.424963;  2.482501;  -716.616409;  18.478664;  853.207635;  24.931650;  1824.729703;  114.035125
337.200000;  1228.892882;  0.192766;  1437.071977;  0.289665;  -975.013616;  2.491235;  -717.746129;  18.539695;  854.685715;  25.010678;  1827.890829;  114.396589
337.800000;  1230.919458;  0.193307;  1439.445161;  0.290716;  -976.646635;  2.498369;  -719.004232;  18.591226;  856.010629;  25.074055;  1830.724382;  114.686471
338.400000;  1232.940992;  0.193786;  1441.825011;  0.291754;  -978.283454;  2.504880;  -720.294054;  18.638073;  857.305773;  25.131465;  1833.494269;  114.949060
339.000000;  1234.970908;  0.194268;  1444.192142;  0.292761;  -979.879106;  2.512412;  -721.430770;  18.688277;  858.767724;  25.192986;  1836.620898;  115.230453
